1817,EVENT_DETALE,Detale,Detarderous,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,G_ALARM_,Alarm,Alarm,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,G_BATHORY_,Bathory,Bathory,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,G_BIGFOOT_,Bigfoot,Bigfoot,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,G_DESERT_WOLF_,Desert Wolf,Desert Wolf,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,G_DEVIRUCHI_,Deviruchi,Deviruchi,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,G_FREEZER_,Freezer,Freezer,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,G_GARM_BABY_,Garm Baby,Garm Baby,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,G_GOBLINE_XMAS_,Chistmas Goblin,Chistmas Goblin,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,G_MYST_,Myst,Myst,99,4950,0,0,0,1,693,990,0,495,99,99,99,99,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
