// Monsters Additional Database
//
// Structure of Database :
// 
//
// These mobs get read *after* the first mob_db file, so they will replace them safely.
// Custom monsters also go here too.
// : table of contents : 
// #DMBE event monster defaults
// #RMBB boss monster replacements
// #RMBN normal monster replacements
// #CMBB custom boss monsters
// #CMBN custom normal monsters
//
// card rates
// Common	200	2%	1 in 50
// Uncommon	100	1%	1 in 100
// Rare		500	.5%	1 in 200
// Very Rare	250	.25%	1 in 400
// Ultra Rare	10	.05%	1 in 2000

2998,MASSIVE_HODE,Massive Hode,Massive Hode,99,60867,0,33367,26013,2,3964,6019,43,21,193,86,245,118,193,2,10,12,2,2,42,0x83,400,1280,480,720,2000,8,985,2000,984,2000,,,993,120,1055,5500,757,70,938,3000,1001,30,7021,2,632,380,0,0,0,0,0,0

// ======================================================================================================================================================
// RMBN = Replacement Normal Monsters ===================================================================================================================
// ======================================================================================================================================================
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,atk1,atk2,def,mdef,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Ele,Mode,Speed,aD,aM,dM,exp,%,i,%,i,%,i,%,item,%,item,%,item,%,item,%,item,%,item,%,item,%,item,%,item,%,CARD,%

1001,SCORPION,Scorpion,Scorpion,99,4574,0,866,948,1,330,556,123,0,53,99,99,20,214,20,10,12,0,4,23,0x3195,200,1564,864,576,0,0,0,0,0,0,0,0,990,70,904,5500,757,57,943,210,7041,100,508,200,625,20,0,0,0,0,4068,25
1002,PORING,Poring,Poring,99,4950,0,198,99,1,693,990,0,495,99,99,99,0,594,2970,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,30
1004,HORNET,Hornet,Hornet,99,2091,0,185,123,1,272,334,61,61,74,247,99,123,210,61,10,12,0,4,24,0x1189,150,1292,792,216,0,0,0,0,0,0,0,0,992,80,939,9000,909,3500,1208,15,511,350,518,150,0,0,0,0,0,0,4019,30
1005,FAMILIAR,Familiar,Familiar,99,1918,0,99,173,1,247,346,0,0,37,148,99,61,346,0,10,12,0,2,27,0x3885,150,1276,576,384,0,0,0,0,0,0,0,0,913,5500,1105,20,2209,15,601,50,514,100,507,700,645,50,0,0,0,0,4020,30
1007,FABRE,Fabre,Fabre,99,3118,0,49,99,1,396,544,0,0,99,99,198,0,346,247,10,12,0,4,22,0x181,400,1672,672,480,0,0,0,0,0,0,0,0,914,6500,949,500,1502,80,721,5,511,700,705,1000,1501,200,0,0,0,0,4002,30
1008,PUPA,Pupa,Pupa,99,21136,0,594,396,0,49,99,0,990,49,0,0,0,0,0,10,12,0,4,22,0x100,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,20,915,5500,938,600,2102,20,935,1000,938,600,1002,200,0,0,0,0,4003,30
1009,CONDOR,Condor,Condor,99,1821,0,118,178,1,217,277,0,0,79,257,99,0,257,198,10,12,1,2,24,0x1089,150,1148,648,480,0,0,0,0,0,0,0,0,917,9000,1702,150,715,80,1750,5500,517,400,916,2000,582,600,0,0,0,0,4015,20
1010,WILOW,Willow,Willow,99,2351,0,148,99,1,222,297,123,371,222,99,198,742,222,247,10,12,1,3,22,0x81,200,1672,672,432,0,0,0,0,0,0,0,0,902,9000,1019,100,907,1500,516,700,1068,3500,1067,2000,1066,1000,0,0,0,0,4010,20
1011,CHONCHON,Chonchon,Chonchon,99,1658,0,99,173,1,247,321,247,0,24,247,99,123,297,49,10,12,0,4,24,0x181,200,1076,576,480,0,0,0,0,0,0,0,0,998,50,935,6500,909,1500,1205,55,601,100,742,15,1002,150,0,0,0,0,4009,30
1012,RODA_FROG,Roda Frog,Roda Frog,99,2633,0,138,138,1,217,277,0,99,99,99,99,99,198,99,10,12,1,5,21,0x81,200,2016,816,288,0,0,0,0,0,0,0,0,918,9000,908,500,511,300,721,17,713,2000,0,0,0,0,0,0,0,0,4014,30
1013,WOLF,Wolf,Wolf,99,3639,0,792,950,1,146,182,0,0,67,79,110,59,126,79,10,12,1,2,22,0x1089,200,1054,504,432,0,0,0,0,0,0,0,0,1011,20,920,9000,2308,10,517,650,528,1050,919,5500,578,600,0,0,0,0,4029,30
1014,SPORE,Spore,Spore,99,3155,0,309,185,1,148,297,0,30,43,74,74,30,117,49,10,12,1,3,21,0x81,200,1872,672,288,0,0,0,0,0,0,0,0,921,9000,507,800,510,50,743,10,2220,40,7033,5,578,600,0,0,0,0,4022,30
1015,ZOMBIE,Zombie,Zombie,99,3524,0,330,396,1,442,521,0,66,85,52,46,0,99,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,20
1016,ARCHER_SKELETON,Archer Skeleton,Archer Skeleton,99,9708,0,1309,1916,9,408,488,0,0,9,25,44,15,287,15,10,12,1,1,29,0x2085,300,2864,864,576,0,0,0,0,0,0,0,0,932,4500,756,70,2285,10,1708,35,1752,1000,507,1800,1701,150,0,0,0,0,4094,20
1018,CREAMY,Creamy,Creamy,99,3681,0,1423,433,1,327,396,0,185,30,247,99,92,99,340,10,12,0,4,24,0x181,150,1136,720,840,0,0,0,0,0,0,0,0,924,9000,2322,10,518,150,602,100,2207,12,712,500,692,100,0,0,0,0,4040,25
1019,PECO_PECO,Peco Peco,Peco Peco,99,2766,0,729,468,1,260,333,0,0,104,67,67,130,140,46,10,12,2,2,23,0x1089,200,1564,864,576,0,0,0,0,0,0,0,0,925,9000,2402,20,508,200,507,900,1604,100,0,0,582,1000,0,0,0,0,4031,25
1020,MANDRAGORA,Mandragora,Mandragora,99,3341,0,330,660,4,214,288,0,206,82,99,198,0,297,123,10,12,1,3,62,0x84,1000,1768,768,576,0,0,0,0,0,0,0,0,993,50,905,9000,1405,30,511,350,711,300,706,30,1967,10,0,0,0,0,4030,10
1023,ORC_WARRIOR,Orc Warrior,Orc Warrior,99,5775,0,948,660,1,428,519,41,20,123,99,198,103,140,41,10,12,1,7,22,0x3885,200,1864,864,288,0,0,0,0,0,0,0,0,998,210,931,9000,756,40,2267,13,1352,10,1304,50,1301,100,0,0,0,0,4066,30
1024,WORMTAIL,Wormtail,Wormtail,99,3012,0,353,707,2,297,360,35,0,28,99,198,35,325,35,10,12,1,3,22,0x91,200,1048,48,192,0,0,0,0,0,0,0,0,993,60,1011,20,906,5500,1408,30,508,70,721,50,10015,100,0,0,0,0,4034,30
1025,SNAKE,Snake,Snake,99,3108,0,396,528,1,303,363,0,0,6,99,99,66,231,33,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,0,926,9000,1117,15,507,900,1011,25,937,800,954,10,578,600,0,0,0,0,4037,20
1026,MUNAK,Munak,Munak,99,9477,0,1254,1650,1,495,759,0,0,52,49,66,16,151,49,10,12,1,1,29,0x3885,200,2468,768,288,0,0,0,0,0,0,0,0,901,9000,2264,10,2404,25,609,20,2337,5,2305,100,1558,5,0,0,0,0,4090,5
1027,RAPTICE,Raptice,Raptice,99,3494,0,349,640,1,0,0,29,58,29,116,116,0,163,58,10,12,1,2,22,131,200,2000,1000,500,0,0,0,0,0,0,0,0,909,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,SOLDIER_SKELETON,Soldier Skeleton,Soldier Skeleton,99,7967,0,1228,1502,1,754,836,34,51,81,51,75,17,136,51,10,12,1,1,29,0x3885,200,2276,576,432,0,0,0,0,0,0,0,0,932,5500,756,60,1214,12,507,700,934,10,1201,150,1216,50,0,0,0,0,4086,25
1029,ISIS,Isis,Isis,99,14751,0,9057,7372,1,891,1067,21,73,80,136,90,105,139,31,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,0,936,5335,2233,5,2603,1,733,150,732,20,954,1000,731,5,0,0,0,0,4116,20

1030,ANACONDAQ,Anacondaq,Anacondaq,99,4773,0,860,1076,1,533,675,0,0,21,99,120,43,154,21,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,0,1011,50,937,9000,1455,10,926,1500,936,200,508,150,756,50,0,0,0,0,4062,20
1031,POPORING,Poporing,Poporing,99,2432,0,424,282,1,417,509,0,70,21,99,99,0,134,106,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,0,938,5500,910,1500,511,500,514,200,512,5,1207,5,512,250,0,0,0,0,4033,25
1032,VERIT,Verit,Verit,99,13734,0,4168,3647,1,1013,1221,0,13,33,49,99,0,99,52,10,12,1,1,29,0x83,250,2468,768,480,0,0,0,0,0,0,0,0,929,9000,912,700,930,1100,509,600,2609,1,2612,200,639,20,0,0,0,0,4107,25
1033,ELDER_WILOW,Elder Willow,Elder Willow,99,3430,0,618,618,1,287,346,49,148,19,99,123,173,188,148,10,12,1,3,43,0x3095,200,1372,672,432,0,0,0,0,0,0,0,0,990,50,907,9000,1019,350,757,40,2329,30,690,100,604,100,0,0,0,0,4052,30
1034,THARA_FROG,Thara Frog,Thara Frog,99,9684,0,1800,1800,1,472,571,0,45,99,99,99,22,153,45,10,12,1,5,41,0x81,200,2016,816,288,0,0,0,0,0,0,0,0,1011,45,908,5500,911,600,509,30,725,5,918,2000,0,0,0,0,0,0,4058,6
1035,HUNTER_FLY,Hunter Fly,Hunter Fly,99,12356,0,4478,4950,1,579,784,58,35,77,247,75,35,169,70,10,12,0,4,44,0x3985,150,676,576,480,0,0,0,0,0,0,0,0,996,30,999,100,943,5335,912,1300,756,80,2259,1,1226,2,0,0,0,0,4115,25
1036,GHOUL,Ghoul,Ghoul,99,13409,0,4702,4207,1,1039,1237,12,49,76,49,71,0,111,49,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,0,958,6000,756,60,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,10
1037,SIDE_WINDER,Side Winder,Side Winder,99,11348,0,3453,4834,1,552,736,11,23,87,99,92,34,264,46,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,0,954,5335,912,1400,756,50,1120,2,937,2500,926,5000,509,1000,0,0,0,0,4117,25
1040,GOLEM,Golem,Golem,99,15444,0,1188,2574,1,693,740,158,0,154,59,99,0,59,0,10,12,2,0,60,0x91,300,1608,816,396,0,0,0,0,0,0,0,0,999,150,953,9000,912,220,757,70,1003,210,715,200,998,350,0,0,0,0,4072,25
1041,MUMMY,Mummy,Mummy,99,13849,0,7491,5618,1,816,963,0,26,74,50,85,0,168,53,10,12,1,1,49,0x3885,300,1772,72,384,0,0,0,0,0,0,0,0,930,9000,756,90,934,550,2604,1,2611,10,525,250,508,850,0,0,0,0,4106,5
